"Notes"	"Year"	"Year Code"	"Month"	"Month Code"	"Age of Mother"	"Age of Mother Code"	"Marital Status"	"Marital Status Code"	"Education"	"Education Code"	Births
	"2003"	"2003"	"December"	"12"	"30-34 years"	"30-34"	"Married"	"1"	"Excluded"	"999"	3883
	"2003"	"2003"	"December"	"12"	"30-34 years"	"30-34"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1211
	"2003"	"2003"	"December"	"12"	"30-34 years"	"30-34"	"Unmarried"	"2"	"9 - 11 years"	"19177"	1929
	"2003"	"2003"	"December"	"12"	"30-34 years"	"30-34"	"Unmarried"	"2"	"12 years"	"19178"	4450
	"2003"	"2003"	"December"	"12"	"30-34 years"	"30-34"	"Unmarried"	"2"	"13 - 15 years"	"19179"	2797
	"2003"	"2003"	"December"	"12"	"30-34 years"	"30-34"	"Unmarried"	"2"	"16 years and over"	"16+"	1501
	"2003"	"2003"	"December"	"12"	"30-34 years"	"30-34"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	271
	"2003"	"2003"	"December"	"12"	"30-34 years"	"30-34"	"Unmarried"	"2"	"Excluded"	"999"	658
	"2003"	"2003"	"December"	"12"	"35-39 years"	"35-39"	"Married"	"1"	"0 -  8 years"	"19176"	1286
	"2003"	"2003"	"December"	"12"	"35-39 years"	"35-39"	"Married"	"1"	"9 - 11 years"	"19177"	1136
	"2003"	"2003"	"December"	"12"	"35-39 years"	"35-39"	"Married"	"1"	"12 years"	"19178"	5617
	"2003"	"2003"	"December"	"12"	"35-39 years"	"35-39"	"Married"	"1"	"13 - 15 years"	"19179"	6381
	"2003"	"2003"	"December"	"12"	"35-39 years"	"35-39"	"Married"	"1"	"16 years and over"	"16+"	16268
	"2003"	"2003"	"December"	"12"	"35-39 years"	"35-39"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	452
	"2003"	"2003"	"December"	"12"	"35-39 years"	"35-39"	"Married"	"1"	"Excluded"	"999"	2031
	"2003"	"2003"	"December"	"12"	"35-39 years"	"35-39"	"Unmarried"	"2"	"0 -  8 years"	"19176"	552
	"2003"	"2003"	"December"	"12"	"35-39 years"	"35-39"	"Unmarried"	"2"	"9 - 11 years"	"19177"	807
	"2003"	"2003"	"December"	"12"	"35-39 years"	"35-39"	"Unmarried"	"2"	"12 years"	"19178"	2069
	"2003"	"2003"	"December"	"12"	"35-39 years"	"35-39"	"Unmarried"	"2"	"13 - 15 years"	"19179"	1266
	"2003"	"2003"	"December"	"12"	"35-39 years"	"35-39"	"Unmarried"	"2"	"16 years and over"	"16+"	905
	"2003"	"2003"	"December"	"12"	"35-39 years"	"35-39"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	140
	"2003"	"2003"	"December"	"12"	"35-39 years"	"35-39"	"Unmarried"	"2"	"Excluded"	"999"	294
	"2003"	"2003"	"December"	"12"	"40-44 years"	"40-44"	"Married"	"1"	"0 -  8 years"	"19176"	359
	"2003"	"2003"	"December"	"12"	"40-44 years"	"40-44"	"Married"	"1"	"9 - 11 years"	"19177"	220
	"2003"	"2003"	"December"	"12"	"40-44 years"	"40-44"	"Married"	"1"	"12 years"	"19178"	1222
	"2003"	"2003"	"December"	"12"	"40-44 years"	"40-44"	"Married"	"1"	"13 - 15 years"	"19179"	1453
	"2003"	"2003"	"December"	"12"	"40-44 years"	"40-44"	"Married"	"1"	"16 years and over"	"16+"	3336
	"2003"	"2003"	"December"	"12"	"40-44 years"	"40-44"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	111
	"2003"	"2003"	"December"	"12"	"40-44 years"	"40-44"	"Married"	"1"	"Excluded"	"999"	429
	"2003"	"2003"	"December"	"12"	"40-44 years"	"40-44"	"Unmarried"	"2"	"0 -  8 years"	"19176"	152
	"2003"	"2003"	"December"	"12"	"40-44 years"	"40-44"	"Unmarried"	"2"	"9 - 11 years"	"19177"	175
	"2003"	"2003"	"December"	"12"	"40-44 years"	"40-44"	"Unmarried"	"2"	"12 years"	"19178"	525
	"2003"	"2003"	"December"	"12"	"40-44 years"	"40-44"	"Unmarried"	"2"	"13 - 15 years"	"19179"	348
	"2003"	"2003"	"December"	"12"	"40-44 years"	"40-44"	"Unmarried"	"2"	"16 years and over"	"16+"	347
	"2003"	"2003"	"December"	"12"	"40-44 years"	"40-44"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	37
	"2003"	"2003"	"December"	"12"	"40-44 years"	"40-44"	"Unmarried"	"2"	"Excluded"	"999"	86
	"2003"	"2003"	"December"	"12"	"45-49 years"	"45-49"	"Married"	"1"	"0 -  8 years"	"19176"	26
	"2003"	"2003"	"December"	"12"	"45-49 years"	"45-49"	"Married"	"1"	"9 - 11 years"	"19177"	9
	"2003"	"2003"	"December"	"12"	"45-49 years"	"45-49"	"Married"	"1"	"12 years"	"19178"	58
	"2003"	"2003"	"December"	"12"	"45-49 years"	"45-49"	"Married"	"1"	"13 - 15 years"	"19179"	85
	"2003"	"2003"	"December"	"12"	"45-49 years"	"45-49"	"Married"	"1"	"16 years and over"	"16+"	215
	"2003"	"2003"	"December"	"12"	"45-49 years"	"45-49"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	17
	"2003"	"2003"	"December"	"12"	"45-49 years"	"45-49"	"Married"	"1"	"Excluded"	"999"	16
	"2003"	"2003"	"December"	"12"	"45-49 years"	"45-49"	"Unmarried"	"2"	"0 -  8 years"	"19176"	13
	"2003"	"2003"	"December"	"12"	"45-49 years"	"45-49"	"Unmarried"	"2"	"9 - 11 years"	"19177"	11
	"2003"	"2003"	"December"	"12"	"45-49 years"	"45-49"	"Unmarried"	"2"	"12 years"	"19178"	21
	"2003"	"2003"	"December"	"12"	"45-49 years"	"45-49"	"Unmarried"	"2"	"13 - 15 years"	"19179"	9
	"2003"	"2003"	"December"	"12"	"45-49 years"	"45-49"	"Unmarried"	"2"	"16 years and over"	"16+"	20
	"2003"	"2003"	"December"	"12"	"45-49 years"	"45-49"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	3
	"2003"	"2003"	"December"	"12"	"45-49 years"	"45-49"	"Unmarried"	"2"	"Excluded"	"999"	4
	"2003"	"2003"	"December"	"12"	"50-54 years"	"50-54"	"Married"	"1"	"0 -  8 years"	"19176"	1
	"2003"	"2003"	"December"	"12"	"50-54 years"	"50-54"	"Married"	"1"	"12 years"	"19178"	3
	"2003"	"2003"	"December"	"12"	"50-54 years"	"50-54"	"Married"	"1"	"13 - 15 years"	"19179"	1
	"2003"	"2003"	"December"	"12"	"50-54 years"	"50-54"	"Married"	"1"	"16 years and over"	"16+"	14
	"2003"	"2003"	"December"	"12"	"50-54 years"	"50-54"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	2
	"2003"	"2003"	"December"	"12"	"50-54 years"	"50-54"	"Unmarried"	"2"	"12 years"	"19178"	2
	"2003"	"2003"	"December"	"12"	"50-54 years"	"50-54"	"Unmarried"	"2"	"16 years and over"	"16+"	2
	"2003"	"2003"	"December"	"12"	"50-54 years"	"50-54"	"Unmarried"	"2"	"Excluded"	"999"	1
	"2004"	"2004"	"January"	"1"	"Under 15 years"	"15"	"Married"	"1"	"0 -  8 years"	"19176"	6
	"2004"	"2004"	"January"	"1"	"Under 15 years"	"15"	"Married"	"1"	"9 - 11 years"	"19177"	5
	"2004"	"2004"	"January"	"1"	"Under 15 years"	"15"	"Married"	"1"	"Excluded"	"999"	5
	"2004"	"2004"	"January"	"1"	"Under 15 years"	"15"	"Unmarried"	"2"	"0 -  8 years"	"19176"	387
	"2004"	"2004"	"January"	"1"	"Under 15 years"	"15"	"Unmarried"	"2"	"9 - 11 years"	"19177"	100
	"2004"	"2004"	"January"	"1"	"Under 15 years"	"15"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	18
	"2004"	"2004"	"January"	"1"	"Under 15 years"	"15"	"Unmarried"	"2"	"Excluded"	"999"	102
	"2004"	"2004"	"January"	"1"	"15-19 years"	"15-19"	"Married"	"1"	"0 -  8 years"	"19176"	577
	"2004"	"2004"	"January"	"1"	"15-19 years"	"15-19"	"Married"	"1"	"9 - 11 years"	"19177"	2062
	"2004"	"2004"	"January"	"1"	"15-19 years"	"15-19"	"Married"	"1"	"12 years"	"19178"	2075
	"2004"	"2004"	"January"	"1"	"15-19 years"	"15-19"	"Married"	"1"	"13 - 15 years"	"19179"	382
	"2004"	"2004"	"January"	"1"	"15-19 years"	"15-19"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	95
	"2004"	"2004"	"January"	"1"	"15-19 years"	"15-19"	"Married"	"1"	"Excluded"	"999"	1034
	"2004"	"2004"	"January"	"1"	"15-19 years"	"15-19"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1778
	"2004"	"2004"	"January"	"1"	"15-19 years"	"15-19"	"Unmarried"	"2"	"9 - 11 years"	"19177"	12591
	"2004"	"2004"	"January"	"1"	"15-19 years"	"15-19"	"Unmarried"	"2"	"12 years"	"19178"	7828
	"2004"	"2004"	"January"	"1"	"15-19 years"	"15-19"	"Unmarried"	"2"	"13 - 15 years"	"19179"	1239
	"2004"	"2004"	"January"	"1"	"15-19 years"	"15-19"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	369
	"2004"	"2004"	"January"	"1"	"15-19 years"	"15-19"	"Unmarried"	"2"	"Excluded"	"999"	5677
	"2004"	"2004"	"January"	"1"	"20-24 years"	"20-24"	"Married"	"1"	"0 -  8 years"	"19176"	2082
	"2004"	"2004"	"January"	"1"	"20-24 years"	"20-24"	"Married"	"1"	"9 - 11 years"	"19177"	5010
	"2004"	"2004"	"January"	"1"	"20-24 years"	"20-24"	"Married"	"1"	"12 years"	"19178"	12866
	"2004"	"2004"	"January"	"1"	"20-24 years"	"20-24"	"Married"	"1"	"13 - 15 years"	"19179"	7843
	"2004"	"2004"	"January"	"1"	"20-24 years"	"20-24"	"Married"	"1"	"16 years and over"	"16+"	2782
	"2004"	"2004"	"January"	"1"	"20-24 years"	"20-24"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	504
	"2004"	"2004"	"January"	"1"	"20-24 years"	"20-24"	"Married"	"1"	"Excluded"	"999"	7148
	"2004"	"2004"	"January"	"1"	"20-24 years"	"20-24"	"Unmarried"	"2"	"0 -  8 years"	"19176"	2353
	"2004"	"2004"	"January"	"1"	"20-24 years"	"20-24"	"Unmarried"	"2"	"9 - 11 years"	"19177"	9616
	"2004"	"2004"	"January"	"1"	"20-24 years"	"20-24"	"Unmarried"	"2"	"12 years"	"19178"	16403
	"2004"	"2004"	"January"	"1"	"20-24 years"	"20-24"	"Unmarried"	"2"	"13 - 15 years"	"19179"	7468
	"2004"	"2004"	"January"	"1"	"20-24 years"	"20-24"	"Unmarried"	"2"	"16 years and over"	"16+"	1131
	"2004"	"2004"	"January"	"1"	"20-24 years"	"20-24"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	678
	"2004"	"2004"	"January"	"1"	"20-24 years"	"20-24"	"Unmarried"	"2"	"Excluded"	"999"	9474
	"2004"	"2004"	"January"	"1"	"25-29 years"	"25-29"	"Married"	"1"	"0 -  8 years"	"19176"	2710
	"2004"	"2004"	"January"	"1"	"25-29 years"	"25-29"	"Married"	"1"	"9 - 11 years"	"19177"	3799
	"2004"	"2004"	"January"	"1"	"25-29 years"	"25-29"	"Married"	"1"	"12 years"	"19178"	12789
	"2004"	"2004"	"January"	"1"	"25-29 years"	"25-29"	"Married"	"1"	"13 - 15 years"	"19179"	12945
	"2004"	"2004"	"January"	"1"	"25-29 years"	"25-29"	"Married"	"1"	"16 years and over"	"16+"	18075
	"2004"	"2004"	"January"	"1"	"25-29 years"	"25-29"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	963
	"2004"	"2004"	"January"	"1"	"25-29 years"	"25-29"	"Married"	"1"	"Excluded"	"999"	12077
	"2004"	"2004"	"January"	"1"	"25-29 years"	"25-29"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1817
	"2004"	"2004"	"January"	"1"	"25-29 years"	"25-29"	"Unmarried"	"2"	"9 - 11 years"	"19177"	4083
	"2004"	"2004"	"January"	"1"	"25-29 years"	"25-29"	"Unmarried"	"2"	"12 years"	"19178"	7615
	"2004"	"2004"	"January"	"1"	"25-29 years"	"25-29"	"Unmarried"	"2"	"13 - 15 years"	"19179"	4381
	"2004"	"2004"	"January"	"1"	"25-29 years"	"25-29"	"Unmarried"	"2"	"16 years and over"	"16+"	1668
	"2004"	"2004"	"January"	"1"	"25-29 years"	"25-29"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	441
	"2004"	"2004"	"January"	"1"	"25-29 years"	"25-29"	"Unmarried"	"2"	"Excluded"	"999"	4886
	"2004"	"2004"	"January"	"1"	"30-34 years"	"30-34"	"Married"	"1"	"0 -  8 years"	"19176"	2159
	"2004"	"2004"	"January"	"1"	"30-34 years"	"30-34"	"Married"	"1"	"9 - 11 years"	"19177"	2291
	"2004"	"2004"	"January"	"1"	"30-34 years"	"30-34"	"Married"	"1"	"12 years"	"19178"	8998
	"2004"	"2004"	"January"	"1"	"30-34 years"	"30-34"	"Married"	"1"	"13 - 15 years"	"19179"	10703
	"2004"	"2004"	"January"	"1"	"30-34 years"	"30-34"	"Married"	"1"	"16 years and over"	"16+"	25727
	"2004"	"2004"	"January"	"1"	"30-34 years"	"30-34"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	994
	"2004"	"2004"	"January"	"1"	"30-34 years"	"30-34"	"Married"	"1"	"Excluded"	"999"	12720
	"2004"	"2004"	"January"	"1"	"30-34 years"	"30-34"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1110
	"2004"	"2004"	"January"	"1"	"30-34 years"	"30-34"	"Unmarried"	"2"	"9 - 11 years"	"19177"	1720
	"2004"	"2004"	"January"	"1"	"30-34 years"	"30-34"	"Unmarried"	"2"	"12 years"	"19178"	3577
	"2004"	"2004"	"January"	"1"	"30-34 years"	"30-34"	"Unmarried"	"2"	"13 - 15 years"	"19179"	2350
	"2004"	"2004"	"January"	"1"	"30-34 years"	"30-34"	"Unmarried"	"2"	"16 years and over"	"16+"	1194
	"2004"	"2004"	"January"	"1"	"30-34 years"	"30-34"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	257
	"2004"	"2004"	"January"	"1"	"30-34 years"	"30-34"	"Unmarried"	"2"	"Excluded"	"999"	2479
	"2004"	"2004"	"January"	"1"	"35-39 years"	"35-39"	"Married"	"1"	"0 -  8 years"	"19176"	1196
	"2004"	"2004"	"January"	"1"	"35-39 years"	"35-39"	"Married"	"1"	"9 - 11 years"	"19177"	934
	"2004"	"2004"	"January"	"1"	"35-39 years"	"35-39"	"Married"	"1"	"12 years"	"19178"	4433
	"2004"	"2004"	"January"	"1"	"35-39 years"	"35-39"	"Married"	"1"	"13 - 15 years"	"19179"	4966
	"2004"	"2004"	"January"	"1"	"35-39 years"	"35-39"	"Married"	"1"	"16 years and over"	"16+"	13182
	"2004"	"2004"	"January"	"1"	"35-39 years"	"35-39"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	508
	"2004"	"2004"	"January"	"1"	"35-39 years"	"35-39"	"Married"	"1"	"Excluded"	"999"	6598
	"2004"	"2004"	"January"	"1"	"35-39 years"	"35-39"	"Unmarried"	"2"	"0 -  8 years"	"19176"	500
	"2004"	"2004"	"January"	"1"	"35-39 years"	"35-39"	"Unmarried"	"2"	"9 - 11 years"	"19177"	668
	"2004"	"2004"	"January"	"1"	"35-39 years"	"35-39"	"Unmarried"	"2"	"12 years"	"19178"	1695
	"2004"	"2004"	"January"	"1"	"35-39 years"	"35-39"	"Unmarried"	"2"	"13 - 15 years"	"19179"	1026
	"2004"	"2004"	"January"	"1"	"35-39 years"	"35-39"	"Unmarried"	"2"	"16 years and over"	"16+"	733
	"2004"	"2004"	"January"	"1"	"35-39 years"	"35-39"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	128
	"2004"	"2004"	"January"	"1"	"35-39 years"	"35-39"	"Unmarried"	"2"	"Excluded"	"999"	1120
	"2004"	"2004"	"January"	"1"	"40-44 years"	"40-44"	"Married"	"1"	"0 -  8 years"	"19176"	323
	"2004"	"2004"	"January"	"1"	"40-44 years"	"40-44"	"Married"	"1"	"9 - 11 years"	"19177"	172
	"2004"	"2004"	"January"	"1"	"40-44 years"	"40-44"	"Married"	"1"	"12 years"	"19178"	966
	"2004"	"2004"	"January"	"1"	"40-44 years"	"40-44"	"Married"	"1"	"13 - 15 years"	"19179"	1148
	"2004"	"2004"	"January"	"1"	"40-44 years"	"40-44"	"Married"	"1"	"16 years and over"	"16+"	2808
	"2004"	"2004"	"January"	"1"	"40-44 years"	"40-44"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	129
	"2004"	"2004"	"January"	"1"	"40-44 years"	"40-44"	"Married"	"1"	"Excluded"	"999"	1338
	"2004"	"2004"	"January"	"1"	"40-44 years"	"40-44"	"Unmarried"	"2"	"0 -  8 years"	"19176"	150
	"2004"	"2004"	"January"	"1"	"40-44 years"	"40-44"	"Unmarried"	"2"	"9 - 11 years"	"19177"	155
	"2004"	"2004"	"January"	"1"	"40-44 years"	"40-44"	"Unmarried"	"2"	"12 years"	"19178"	422
	"2004"	"2004"	"January"	"1"	"40-44 years"	"40-44"	"Unmarried"	"2"	"13 - 15 years"	"19179"	295
	"2004"	"2004"	"January"	"1"	"40-44 years"	"40-44"	"Unmarried"	"2"	"16 years and over"	"16+"	259
	"2004"	"2004"	"January"	"1"	"40-44 years"	"40-44"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	42
	"2004"	"2004"	"January"	"1"	"40-44 years"	"40-44"	"Unmarried"	"2"	"Excluded"	"999"	306
	"2004"	"2004"	"January"	"1"	"45-49 years"	"45-49"	"Married"	"1"	"0 -  8 years"	"19176"	18
	"2004"	"2004"	"January"	"1"	"45-49 years"	"45-49"	"Married"	"1"	"9 - 11 years"	"19177"	4
	"2004"	"2004"	"January"	"1"	"45-49 years"	"45-49"	"Married"	"1"	"12 years"	"19178"	53
	"2004"	"2004"	"January"	"1"	"45-49 years"	"45-49"	"Married"	"1"	"13 - 15 years"	"19179"	58
	"2004"	"2004"	"January"	"1"	"45-49 years"	"45-49"	"Married"	"1"	"16 years and over"	"16+"	171
	"2004"	"2004"	"January"	"1"	"45-49 years"	"45-49"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	17
	"2004"	"2004"	"January"	"1"	"45-49 years"	"45-49"	"Married"	"1"	"Excluded"	"999"	64
	"2004"	"2004"	"January"	"1"	"45-49 years"	"45-49"	"Unmarried"	"2"	"0 -  8 years"	"19176"	4
	"2004"	"2004"	"January"	"1"	"45-49 years"	"45-49"	"Unmarried"	"2"	"9 - 11 years"	"19177"	9
	"2004"	"2004"	"January"	"1"	"45-49 years"	"45-49"	"Unmarried"	"2"	"12 years"	"19178"	17
	"2004"	"2004"	"January"	"1"	"45-49 years"	"45-49"	"Unmarried"	"2"	"13 - 15 years"	"19179"	8
	"2004"	"2004"	"January"	"1"	"45-49 years"	"45-49"	"Unmarried"	"2"	"16 years and over"	"16+"	12
	"2004"	"2004"	"January"	"1"	"45-49 years"	"45-49"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	3
	"2004"	"2004"	"January"	"1"	"45-49 years"	"45-49"	"Unmarried"	"2"	"Excluded"	"999"	20
	"2004"	"2004"	"January"	"1"	"50-54 years"	"50-54"	"Married"	"1"	"9 - 11 years"	"19177"	1
	"2004"	"2004"	"January"	"1"	"50-54 years"	"50-54"	"Married"	"1"	"12 years"	"19178"	1
	"2004"	"2004"	"January"	"1"	"50-54 years"	"50-54"	"Married"	"1"	"13 - 15 years"	"19179"	1
	"2004"	"2004"	"January"	"1"	"50-54 years"	"50-54"	"Married"	"1"	"16 years and over"	"16+"	10
	"2004"	"2004"	"January"	"1"	"50-54 years"	"50-54"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	7
	"2004"	"2004"	"January"	"1"	"50-54 years"	"50-54"	"Married"	"1"	"Excluded"	"999"	9
	"2004"	"2004"	"January"	"1"	"50-54 years"	"50-54"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1
	"2004"	"2004"	"January"	"1"	"50-54 years"	"50-54"	"Unmarried"	"2"	"13 - 15 years"	"19179"	1
	"2004"	"2004"	"January"	"1"	"50-54 years"	"50-54"	"Unmarried"	"2"	"16 years and over"	"16+"	2
	"2004"	"2004"	"February"	"2"	"Under 15 years"	"15"	"Married"	"1"	"0 -  8 years"	"19176"	7
	"2004"	"2004"	"February"	"2"	"Under 15 years"	"15"	"Married"	"1"	"9 - 11 years"	"19177"	3
	"2004"	"2004"	"February"	"2"	"Under 15 years"	"15"	"Married"	"1"	"Excluded"	"999"	4
	"2004"	"2004"	"February"	"2"	"Under 15 years"	"15"	"Unmarried"	"2"	"0 -  8 years"	"19176"	314
	"2004"	"2004"	"February"	"2"	"Under 15 years"	"15"	"Unmarried"	"2"	"9 - 11 years"	"19177"	70
	"2004"	"2004"	"February"	"2"	"Under 15 years"	"15"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	7
	"2004"	"2004"	"February"	"2"	"Under 15 years"	"15"	"Unmarried"	"2"	"Excluded"	"999"	95
	"2004"	"2004"	"February"	"2"	"15-19 years"	"15-19"	"Married"	"1"	"0 -  8 years"	"19176"	497
	"2004"	"2004"	"February"	"2"	"15-19 years"	"15-19"	"Married"	"1"	"9 - 11 years"	"19177"	1834
	"2004"	"2004"	"February"	"2"	"15-19 years"	"15-19"	"Married"	"1"	"12 years"	"19178"	1907
	"2004"	"2004"	"February"	"2"	"15-19 years"	"15-19"	"Married"	"1"	"13 - 15 years"	"19179"	347
	"2004"	"2004"	"February"	"2"	"15-19 years"	"15-19"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	83
	"2004"	"2004"	"February"	"2"	"15-19 years"	"15-19"	"Married"	"1"	"Excluded"	"999"	1030
	"2004"	"2004"	"February"	"2"	"15-19 years"	"15-19"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1657
	"2004"	"2004"	"February"	"2"	"15-19 years"	"15-19"	"Unmarried"	"2"	"9 - 11 years"	"19177"	11579
	"2004"	"2004"	"February"	"2"	"15-19 years"	"15-19"	"Unmarried"	"2"	"12 years"	"19178"	7256
	"2004"	"2004"	"February"	"2"	"15-19 years"	"15-19"	"Unmarried"	"2"	"13 - 15 years"	"19179"	1044
	"2004"	"2004"	"February"	"2"	"15-19 years"	"15-19"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	401
	"2004"	"2004"	"February"	"2"	"15-19 years"	"15-19"	"Unmarried"	"2"	"Excluded"	"999"	5264
	"2004"	"2004"	"February"	"2"	"20-24 years"	"20-24"	"Married"	"1"	"0 -  8 years"	"19176"	1917
	"2004"	"2004"	"February"	"2"	"20-24 years"	"20-24"	"Married"	"1"	"9 - 11 years"	"19177"	4633
	"2004"	"2004"	"February"	"2"	"20-24 years"	"20-24"	"Married"	"1"	"12 years"	"19178"	12031
	"2004"	"2004"	"February"	"2"	"20-24 years"	"20-24"	"Married"	"1"	"13 - 15 years"	"19179"	7616
	"2004"	"2004"	"February"	"2"	"20-24 years"	"20-24"	"Married"	"1"	"16 years and over"	"16+"	2767
	"2004"	"2004"	"February"	"2"	"20-24 years"	"20-24"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	433
	"2004"	"2004"	"February"	"2"	"20-24 years"	"20-24"	"Married"	"1"	"Excluded"	"999"	6607
	"2004"	"2004"	"February"	"2"	"20-24 years"	"20-24"	"Unmarried"	"2"	"0 -  8 years"	"19176"	2248
	"2004"	"2004"	"February"	"2"	"20-24 years"	"20-24"	"Unmarried"	"2"	"9 - 11 years"	"19177"	8767
	"2004"	"2004"	"February"	"2"	"20-24 years"	"20-24"	"Unmarried"	"2"	"12 years"	"19178"	15145
	"2004"	"2004"	"February"	"2"	"20-24 years"	"20-24"	"Unmarried"	"2"	"13 - 15 years"	"19179"	6920
	"2004"	"2004"	"February"	"2"	"20-24 years"	"20-24"	"Unmarried"	"2"	"16 years and over"	"16+"	946
	"2004"	"2004"	"February"	"2"	"20-24 years"	"20-24"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	628
	"2004"	"2004"	"February"	"2"	"20-24 years"	"20-24"	"Unmarried"	"2"	"Excluded"	"999"	8698
	"2004"	"2004"	"February"	"2"	"25-29 years"	"25-29"	"Married"	"1"	"0 -  8 years"	"19176"	2407
	"2004"	"2004"	"February"	"2"	"25-29 years"	"25-29"	"Married"	"1"	"9 - 11 years"	"19177"	3438
	"2004"	"2004"	"February"	"2"	"25-29 years"	"25-29"	"Married"	"1"	"12 years"	"19178"	12173
	"2004"	"2004"	"February"	"2"	"25-29 years"	"25-29"	"Married"	"1"	"13 - 15 years"	"19179"	12459
	"2004"	"2004"	"February"	"2"	"25-29 years"	"25-29"	"Married"	"1"	"16 years and over"	"16+"	18145
	"2004"	"2004"	"February"	"2"	"25-29 years"	"25-29"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	874
	"2004"	"2004"	"February"	"2"	"25-29 years"	"25-29"	"Married"	"1"	"Excluded"	"999"	11606
	"2004"	"2004"	"February"	"2"	"25-29 years"	"25-29"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1744
	"2004"	"2004"	"February"	"2"	"25-29 years"	"25-29"	"Unmarried"	"2"	"9 - 11 years"	"19177"	3750
	"2004"	"2004"	"February"	"2"	"25-29 years"	"25-29"	"Unmarried"	"2"	"12 years"	"19178"	7206
	"2004"	"2004"	"February"	"2"	"25-29 years"	"25-29"	"Unmarried"	"2"	"13 - 15 years"	"19179"	4221
	"2004"	"2004"	"February"	"2"	"25-29 years"	"25-29"	"Unmarried"	"2"	"16 years and over"	"16+"	1474
	"2004"	"2004"	"February"	"2"	"25-29 years"	"25-29"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	394
	"2004"	"2004"	"February"	"2"	"25-29 years"	"25-29"	"Unmarried"	"2"	"Excluded"	"999"	4600
	"2004"	"2004"	"February"	"2"	"30-34 years"	"30-34"	"Married"	"1"	"0 -  8 years"	"19176"	1936
	"2004"	"2004"	"February"	"2"	"30-34 years"	"30-34"	"Married"	"1"	"9 - 11 years"	"19177"	2150
	"2004"	"2004"	"February"	"2"	"30-34 years"	"30-34"	"Married"	"1"	"12 years"	"19178"	8661
	"2004"	"2004"	"February"	"2"	"30-34 years"	"30-34"	"Married"	"1"	"13 - 15 years"	"19179"	10133
	"2004"	"2004"	"February"	"2"	"30-34 years"	"30-34"	"Married"	"1"	"16 years and over"	"16+"	25768
	"2004"	"2004"	"February"	"2"	"30-34 years"	"30-34"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	912
	"2004"	"2004"	"February"	"2"	"30-34 years"	"30-34"	"Married"	"1"	"Excluded"	"999"	12531
	"2004"	"2004"	"February"	"2"	"30-34 years"	"30-34"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1057
	"2004"	"2004"	"February"	"2"	"30-34 years"	"30-34"	"Unmarried"	"2"	"9 - 11 years"	"19177"	1520
	"2004"	"2004"	"February"	"2"	"30-34 years"	"30-34"	"Unmarried"	"2"	"12 years"	"19178"	3288
	"2004"	"2004"	"February"	"2"	"30-34 years"	"30-34"	"Unmarried"	"2"	"13 - 15 years"	"19179"	2145
	"2004"	"2004"	"February"	"2"	"30-34 years"	"30-34"	"Unmarried"	"2"	"16 years and over"	"16+"	1200
	"2004"	"2004"	"February"	"2"	"30-34 years"	"30-34"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	272
	"2004"	"2004"	"February"	"2"	"30-34 years"	"30-34"	"Unmarried"	"2"	"Excluded"	"999"	2337
